"Document.ID","n.x","n.y","percent.misspelled"
"CMS-2017-0163-0714-0",237,10,0.0421940928270042
"CMS-2017-0163-0520-0",95,4,0.0421052631578947
"CMS-2017-0163-0837-0",95,4,0.0421052631578947
"CMS-2017-0163-0792-0",167,7,0.0419161676646707
"CMS-2017-0163-0919-0",335,14,0.0417910447761194
"CMS-2017-0163-0050-0",384,16,0.0416666666666667
"CMS-2017-0163-0165-0",120,5,0.0416666666666667
"CMS-2017-0163-0172-0",48,2,0.0416666666666667
"CMS-2017-0163-0205-0",192,8,0.0416666666666667
"CMS-2017-0163-0246-0",24,1,0.0416666666666667
"CMS-2017-0163-0303-0",24,1,0.0416666666666667
"CMS-2017-0163-0415-0",24,1,0.0416666666666667
"CMS-2017-0163-0522-0",24,1,0.0416666666666667
"CMS-2017-0163-0593-0",24,1,0.0416666666666667
"CMS-2017-0163-0839-0",48,2,0.0416666666666667
"CMS-2017-0163-0843-0",24,1,0.0416666666666667
"CMS-2017-0163-0948-0",72,3,0.0416666666666667
"CMS-2017-0163-1050-0",72,3,0.0416666666666667
"CMS-2017-0163-0842-0",243,10,0.0411522633744856
"CMS-2017-0163-1095-2",462,19,0.0411255411255411
"CMS-2017-0163-0591-0",195,8,0.041025641025641
"CMS-2017-0163-0194-0",122,5,0.040983606557377
"CMS-2017-0163-0272-0",49,2,0.0408163265306122
"CMS-2017-0163-0567-0",98,4,0.0408163265306122
"CMS-2017-0163-0647-0",245,10,0.0408163265306122
"CMS-2017-0163-0139-0",123,5,0.040650406504065
"CMS-2017-0163-0825-0",123,5,0.040650406504065
"CMS-2017-0163-0918-0",123,5,0.040650406504065
"CMS-2017-0163-0209-0",74,3,0.0405405405405405
"CMS-2017-0163-0255-0",99,4,0.0404040404040404
"CMS-2017-0163-0094-0",174,7,0.0402298850574713
"CMS-2017-0163-0459-0",174,7,0.0402298850574713
"CMS-2017-0163-0770-0",25,1,0.04
"CMS-2017-0163-0992-0",150,6,0.04
"CMS-2017-0163-1169-0",25,1,0.04
"CMS-2017-0163-1009-0",276,11,0.0398550724637681
"CMS-2017-0163-0189-0",403,16,0.0397022332506203
"CMS-2017-0163-0051-0",101,4,0.0396039603960396
"CMS-2017-0163-0665-0",76,3,0.0394736842105263
"CMS-2017-0163-0600-0",279,11,0.039426523297491
"CMS-2017-0163-0875-1",686,27,0.0393586005830904
"CMS-2017-0163-0291-0",51,2,0.0392156862745098
"CMS-2017-0163-0335-0",153,6,0.0392156862745098
"CMS-2017-0163-0916-0",51,2,0.0392156862745098
"CMS-2017-0163-1118-0",230,9,0.0391304347826087
"CMS-2017-0163-0024-0",205,8,0.0390243902439024
"CMS-2017-0163-0226-0",205,8,0.0390243902439024
"CMS-2017-0163-0028-0",154,6,0.038961038961039
"CMS-2017-0163-0757-0",386,15,0.038860103626943
"CMS-2017-0163-0815-0",207,8,0.0386473429951691
"CMS-2017-0163-0471-0",233,9,0.0386266094420601
"CMS-2017-0163-0913-0",259,10,0.0386100386100386
"CMS-2017-0163-0167-0",52,2,0.0384615384615385
"CMS-2017-0163-0185-0",104,4,0.0384615384615385
"CMS-2017-0163-0224-0",130,5,0.0384615384615385
"CMS-2017-0163-0370-0",78,3,0.0384615384615385
"CMS-2017-0163-0533-0",78,3,0.0384615384615385
"CMS-2017-0163-0713-0",156,6,0.0384615384615385
"CMS-2017-0163-0845-0",104,4,0.0384615384615385
"CMS-2017-0163-1073-0",26,1,0.0384615384615385
"CMS-2017-0163-0768-0",391,15,0.0383631713554987
"CMS-2017-0163-1004-0",392,15,0.038265306122449
"CMS-2017-0163-0281-0",419,16,0.0381861575178998
"CMS-2017-0163-0438-0",131,5,0.0381679389312977
"CMS-2017-0163-0328-0",158,6,0.0379746835443038
"CMS-2017-0163-1017-0",372,14,0.0376344086021505
"CMS-2017-0163-0601-0",346,13,0.0375722543352601
"CMS-2017-0163-0697-0",80,3,0.0375
"CMS-2017-0163-0349-0",267,10,0.0374531835205993
"CMS-2017-0163-0439-0",107,4,0.0373831775700935
"CMS-2017-0163-0014-0",54,2,0.037037037037037
"CMS-2017-0163-0027-0",135,5,0.037037037037037
"CMS-2017-0163-0113-0",27,1,0.037037037037037
"CMS-2017-0163-0145-0",27,1,0.037037037037037
"CMS-2017-0163-0500-0",27,1,0.037037037037037
"CMS-2017-0163-0663-0",108,4,0.037037037037037
"CMS-2017-0163-0925-0",27,1,0.037037037037037
"CMS-2017-0163-0284-0",352,13,0.0369318181818182
"CMS-2017-0163-0183-0",136,5,0.0367647058823529
"CMS-2017-0163-0753-0",136,5,0.0367647058823529
"CMS-2017-0163-0617-0",109,4,0.036697247706422
"CMS-2017-0163-0160-0",273,10,0.0366300366300366
"CMS-2017-0163-0168-0",82,3,0.0365853658536585
"CMS-2017-0163-0869-3",4381,160,0.0365213421593244
"CMS-2017-0163-0155-0",55,2,0.0363636363636364
"CMS-2017-0163-0606-0",55,2,0.0363636363636364
"CMS-2017-0163-0643-0",55,2,0.0363636363636364
"CMS-2017-0163-0727-0",110,4,0.0363636363636364
"CMS-2017-0163-0791-0",55,2,0.0363636363636364
"CMS-2017-0163-0852-0",55,2,0.0363636363636364
"CMS-2017-0163-0867-0",55,2,0.0363636363636364
"CMS-2017-0163-1008-0",330,12,0.0363636363636364
"CMS-2017-0163-0437-0",83,3,0.036144578313253
"CMS-2017-0163-0652-0",222,8,0.036036036036036
"CMS-2017-0163-0979-0",335,12,0.0358208955223881
"CMS-2017-0163-0096-0",28,1,0.0357142857142857
"CMS-2017-0163-0136-0",56,2,0.0357142857142857
"CMS-2017-0163-0315-0",56,2,0.0357142857142857
"CMS-2017-0163-0590-0",84,3,0.0357142857142857
"CMS-2017-0163-0723-0",28,1,0.0357142857142857
"CMS-2017-0163-0120-0",85,3,0.0352941176470588
"CMS-2017-0163-0441-0",85,3,0.0352941176470588
"CMS-2017-0163-0269-0",230,8,0.0347826086956522
"CMS-2017-0163-0872-0",346,12,0.0346820809248555
"CMS-2017-0163-0206-0",29,1,0.0344827586206897
"CMS-2017-0163-0234-0",29,1,0.0344827586206897
"CMS-2017-0163-0388-0",87,3,0.0344827586206897
"CMS-2017-0163-0404-0",29,1,0.0344827586206897
"CMS-2017-0163-0803-0",58,2,0.0344827586206897
"CMS-2017-0163-0860-0",58,2,0.0344827586206897
"CMS-2017-0163-0823-0",292,10,0.0342465753424658
"CMS-2017-0163-0200-0",117,4,0.0341880341880342
"CMS-2017-0163-0237-0",205,7,0.0341463414634146
"CMS-2017-0163-0214-0",88,3,0.0340909090909091
"CMS-2017-0163-0706-0",88,3,0.0340909090909091
"CMS-2017-0163-0338-0",59,2,0.0338983050847458
"CMS-2017-0163-0972-0",118,4,0.0338983050847458
"CMS-2017-0163-0141-0",90,3,0.0333333333333333
"CMS-2017-0163-0728-0",150,5,0.0333333333333333
"CMS-2017-0163-0774-0",180,6,0.0333333333333333
"CMS-2017-0163-0932-0",90,3,0.0333333333333333
"CMS-2017-0163-1029-0",211,7,0.033175355450237
"CMS-2017-0163-0329-0",151,5,0.033112582781457
"CMS-2017-0163-0121-0",121,4,0.0330578512396694
"CMS-2017-0163-0562-0",364,12,0.032967032967033
"CMS-2017-0163-0258-0",152,5,0.0328947368421053
"CMS-2017-0163-0392-0",122,4,0.0327868852459016
"CMS-2017-0163-0796-0",183,6,0.0327868852459016
"CMS-2017-0163-1154-0",61,2,0.0327868852459016
"CMS-2017-0163-0053-0",31,1,0.032258064516129
"CMS-2017-0163-0374-0",31,1,0.032258064516129
"CMS-2017-0163-0394-0",31,1,0.032258064516129
"CMS-2017-0163-0626-0",31,1,0.032258064516129
"CMS-2017-0163-0923-0",248,8,0.032258064516129
"CMS-2017-0163-1019-0",310,10,0.032258064516129
"CMS-2017-0163-0587-0",125,4,0.032
"CMS-2017-0163-0698-0",250,8,0.032
"CMS-2017-0163-0763-0",125,4,0.032
"CMS-2017-0163-0129-0",94,3,0.0319148936170213
"CMS-2017-0163-1023-0",376,12,0.0319148936170213
"CMS-2017-0163-0395-0",377,12,0.0318302387267905
"CMS-2017-0163-1185-0",410,13,0.0317073170731707
"CMS-2017-0163-0287-0",95,3,0.0315789473684211
"CMS-2017-0163-0971-0",95,3,0.0315789473684211
"CMS-2017-0163-1189-1",635,20,0.031496062992126
"CMS-2017-0163-0156-0",96,3,0.03125
"CMS-2017-0163-0465-0",32,1,0.03125
"CMS-2017-0163-0672-0",32,1,0.03125
"CMS-2017-0163-0897-0",417,13,0.0311750599520384
"CMS-2017-0163-0379-1",161,5,0.031055900621118
"CMS-2017-0163-0372-0",129,4,0.0310077519379845
"CMS-2017-0163-0970-0",388,12,0.0309278350515464
"CMS-2017-0163-1045-0",97,3,0.0309278350515464
"CMS-2017-0163-1048-0",259,8,0.0308880308880309
"CMS-2017-0163-0298-0",65,2,0.0307692307692308
"CMS-2017-0163-0745-0",163,5,0.0306748466257669
"CMS-2017-0163-1042-0",196,6,0.0306122448979592
"CMS-2017-0163-0084-0",33,1,0.0303030303030303
"CMS-2017-0163-0127-0",66,2,0.0303030303030303
"CMS-2017-0163-0228-0",33,1,0.0303030303030303
"CMS-2017-0163-0462-0",132,4,0.0303030303030303
"CMS-2017-0163-0669-0",33,1,0.0303030303030303
"CMS-2017-0163-0990-0",299,9,0.0301003344481605
"CMS-2017-0163-0454-0",133,4,0.0300751879699248
"CMS-2017-0163-0179-0",102,3,0.0294117647058824
"CMS-2017-0163-0375-0",102,3,0.0294117647058824
"CMS-2017-0163-0492-0",34,1,0.0294117647058824
"CMS-2017-0163-0969-0",376,11,0.0292553191489362
"CMS-2017-0163-0045-0",377,11,0.0291777188328912
"CMS-2017-0163-0377-0",69,2,0.0289855072463768
"CMS-2017-0163-0268-0",313,9,0.0287539936102236
"CMS-2017-0163-0252-0",70,2,0.0285714285714286
"CMS-2017-0163-0350-0",70,2,0.0285714285714286
"CMS-2017-0163-0431-0",70,2,0.0285714285714286
"CMS-2017-0163-0341-0",246,7,0.0284552845528455
"CMS-2017-0163-0267-0",106,3,0.0283018867924528
"CMS-2017-0163-0119-0",285,8,0.0280701754385965
"CMS-2017-0163-0920-0",286,8,0.027972027972028
"CMS-2017-0163-1043-0",323,9,0.0278637770897833
"CMS-2017-0163-0583-0",36,1,0.0277777777777778
"CMS-2017-0163-0726-0",36,1,0.0277777777777778
"CMS-2017-0163-0810-0",36,1,0.0277777777777778
"CMS-2017-0163-0163-0",218,6,0.0275229357798165
"CMS-2017-0163-0781-0",110,3,0.0272727272727273
"CMS-2017-0163-0849-0",37,1,0.027027027027027
"CMS-2017-0163-0473-0",150,4,0.0266666666666667
"CMS-2017-0163-0540-0",150,4,0.0266666666666667
"CMS-2017-0163-0645-0",150,4,0.0266666666666667
"CMS-2017-0163-0957-0",263,7,0.026615969581749
"CMS-2017-0163-0058-0",113,3,0.0265486725663717
"CMS-2017-0163-0542-0",226,6,0.0265486725663717
"CMS-2017-0163-0104-0",38,1,0.0263157894736842
"CMS-2017-0163-0140-0",114,3,0.0263157894736842
"CMS-2017-0163-0257-0",76,2,0.0263157894736842
"CMS-2017-0163-0314-0",152,4,0.0263157894736842
"CMS-2017-0163-0615-0",76,2,0.0263157894736842
"CMS-2017-0163-1015-0",269,7,0.0260223048327138
"CMS-2017-0163-0987-0",424,11,0.0259433962264151
"CMS-2017-0163-0089-0",156,4,0.0256410256410256
"CMS-2017-0163-0453-0",118,3,0.0254237288135593
"CMS-2017-0163-0797-0",118,3,0.0254237288135593
"CMS-2017-0163-0519-0",276,7,0.0253623188405797
"CMS-2017-0163-0061-0",79,2,0.0253164556962025
"CMS-2017-0163-1027-0",278,7,0.0251798561151079
"CMS-2017-0163-0424-0",159,4,0.0251572327044025
"CMS-2017-0163-0748-0",199,5,0.0251256281407035
"CMS-2017-0163-0883-0",199,5,0.0251256281407035
"CMS-2017-0163-0904-0",398,10,0.0251256281407035
"CMS-2017-0163-0176-0",40,1,0.025
"CMS-2017-0163-0239-0",363,9,0.0247933884297521
"CMS-2017-0163-0772-0",444,11,0.0247747747747748
"CMS-2017-0163-0448-0",203,5,0.0246305418719212
"CMS-2017-0163-0638-0",122,3,0.0245901639344262
"CMS-2017-0163-0631-0",82,2,0.024390243902439
"CMS-2017-0163-0689-0",328,8,0.024390243902439
"CMS-2017-0163-0794-0",166,4,0.0240963855421687
"CMS-2017-0163-0150-0",208,5,0.0240384615384615
"CMS-2017-0163-0624-0",292,7,0.023972602739726
"CMS-2017-0163-0422-0",42,1,0.0238095238095238
"CMS-2017-0163-0514-0",42,1,0.0238095238095238
"CMS-2017-0163-0779-0",84,2,0.0238095238095238
"CMS-2017-0163-0134-0",127,3,0.0236220472440945
"CMS-2017-0163-0457-0",43,1,0.0232558139534884
"CMS-2017-0163-0499-0",43,1,0.0232558139534884
"CMS-2017-0163-0674-0",172,4,0.0232558139534884
"CMS-2017-0163-0952-0",86,2,0.0232558139534884
"CMS-2017-0163-0270-0",44,1,0.0227272727272727
"CMS-2017-0163-0309-0",132,3,0.0227272727272727
"CMS-2017-0163-0903-0",358,8,0.0223463687150838
"CMS-2017-0163-0461-0",224,5,0.0223214285714286
"CMS-2017-0163-0945-0",45,1,0.0222222222222222
"CMS-2017-0163-0711-0",361,8,0.0221606648199446
"CMS-2017-0163-0683-0",136,3,0.0220588235294118
"CMS-2017-0163-0250-0",46,1,0.0217391304347826
"CMS-2017-0163-0754-0",138,3,0.0217391304347826
"CMS-2017-0163-0900-0",46,1,0.0217391304347826
"CMS-2017-0163-0347-0",186,4,0.021505376344086
"CMS-2017-0163-0443-0",93,2,0.021505376344086
"CMS-2017-0163-0293-0",187,4,0.0213903743315508
"CMS-2017-0163-0107-0",47,1,0.0212765957446809
"CMS-2017-0163-0340-0",47,1,0.0212765957446809
"CMS-2017-0163-0545-0",94,2,0.0212765957446809
"CMS-2017-0163-0637-0",47,1,0.0212765957446809
"CMS-2017-0163-1049-0",95,2,0.0210526315789474
"CMS-2017-0163-0220-0",333,7,0.021021021021021
"CMS-2017-0163-0334-0",381,8,0.020997375328084
"CMS-2017-0163-0038-0",191,4,0.0209424083769634
"CMS-2017-0163-0621-0",48,1,0.0208333333333333
"CMS-2017-0163-0963-0",48,1,0.0208333333333333
"CMS-2017-0163-0584-0",193,4,0.0207253886010363
"CMS-2017-0163-1014-0",242,5,0.0206611570247934
"CMS-2017-0163-0466-0",97,2,0.0206185567010309
"CMS-2017-0163-0804-0",97,2,0.0206185567010309
"CMS-2017-0163-0879-0",391,8,0.020460358056266
"CMS-2017-0163-0821-0",198,4,0.0202020202020202
"CMS-2017-0163-0253-0",149,3,0.0201342281879195
"CMS-2017-0163-1180-0",149,3,0.0201342281879195
"CMS-2017-0163-0162-0",51,1,0.0196078431372549
"CMS-2017-0163-0998-0",153,3,0.0196078431372549
"CMS-2017-0163-1189-0",255,5,0.0196078431372549
"CMS-2017-0163-0982-0",154,3,0.0194805194805195
"CMS-2017-0163-0749-0",103,2,0.0194174757281553
"CMS-2017-0163-0569-0",155,3,0.0193548387096774
"CMS-2017-0163-0387-0",52,1,0.0192307692307692
"CMS-2017-0163-0914-0",52,1,0.0192307692307692
"CMS-2017-0163-0882-0",366,7,0.0191256830601093
"CMS-2017-0163-1151-0",262,5,0.0190839694656489
"CMS-2017-0163-0012-0",105,2,0.019047619047619
"CMS-2017-0163-1128-0",212,4,0.0188679245283019
"CMS-2017-0163-1052-0",375,7,0.0186666666666667
"CMS-2017-0163-0688-0",269,5,0.0185873605947955
"CMS-2017-0163-0362-0",54,1,0.0185185185185185
"CMS-2017-0163-0632-0",270,5,0.0185185185185185
"CMS-2017-0163-0641-0",54,1,0.0185185185185185
"CMS-2017-0163-0718-0",56,1,0.0178571428571429
"CMS-2017-0163-0719-0",337,6,0.0178041543026706
"CMS-2017-0163-0385-0",113,2,0.0176991150442478
"CMS-2017-0163-0445-0",113,2,0.0176991150442478
"CMS-2017-0163-0806-0",398,7,0.0175879396984925
"CMS-2017-0163-0174-0",57,1,0.0175438596491228
"CMS-2017-0163-0354-0",343,6,0.0174927113702624
"CMS-2017-0163-0564-0",115,2,0.0173913043478261
"CMS-2017-0163-0193-0",407,7,0.0171990171990172
"CMS-2017-0163-0103-0",235,4,0.0170212765957447
"CMS-2017-0163-0222-0",177,3,0.0169491525423729
"CMS-2017-0163-0869-2",118,2,0.0169491525423729
"CMS-2017-0163-1071-0",59,1,0.0169491525423729
"CMS-2017-0163-1020-0",178,3,0.0168539325842697
"CMS-2017-0163-0271-0",61,1,0.0163934426229508
"CMS-2017-0163-0463-0",61,1,0.0163934426229508
"CMS-2017-0163-0856-0",61,1,0.0163934426229508
"CMS-2017-0163-0986-0",122,2,0.0163934426229508
"CMS-2017-0163-1021-0",61,1,0.0163934426229508
"CMS-2017-0163-0109-0",62,1,0.0161290322580645
"CMS-2017-0163-0482-0",124,2,0.0161290322580645
"CMS-2017-0163-0555-0",124,2,0.0161290322580645
"CMS-2017-0163-0801-0",62,1,0.0161290322580645
"CMS-2017-0163-0099-0",375,6,0.016
"CMS-2017-0163-1006-0",188,3,0.0159574468085106
"CMS-2017-0163-0965-0",314,5,0.0159235668789809
"CMS-2017-0163-0060-0",63,1,0.0158730158730159
"CMS-2017-0163-0993-0",253,4,0.0158102766798419
"CMS-2017-0163-0225-0",127,2,0.015748031496063
"CMS-2017-0163-0436-0",129,2,0.0155038759689922
"CMS-2017-0163-0613-0",65,1,0.0153846153846154
"CMS-2017-0163-0603-0",66,1,0.0151515151515152
"CMS-2017-0163-0221-0",200,3,0.015
"CMS-2017-0163-0936-1",202,3,0.0148514851485149
"CMS-2017-0163-0822-0",340,5,0.0147058823529412
"CMS-2017-0163-0201-0",69,1,0.0144927536231884
"CMS-2017-0163-0476-0",71,1,0.0140845070422535
"CMS-2017-0163-1000-0",284,4,0.0140845070422535
"CMS-2017-0163-0549-0",214,3,0.014018691588785
"CMS-2017-0163-0161-0",72,1,0.0138888888888889
"CMS-2017-0163-0943-0",72,1,0.0138888888888889
"CMS-2017-0163-0496-0",145,2,0.0137931034482759
"CMS-2017-0163-0186-0",73,1,0.0136986301369863
"CMS-2017-0163-0364-0",75,1,0.0133333333333333
"CMS-2017-0163-0666-0",378,5,0.0132275132275132
"CMS-2017-0163-0232-0",154,2,0.012987012987013
"CMS-2017-0163-0289-0",79,1,0.0126582278481013
"CMS-2017-0163-0351-0",80,1,0.0125
"CMS-2017-0163-0418-0",160,2,0.0125
"CMS-2017-0163-0782-0",164,2,0.0121951219512195
"CMS-2017-0163-0142-0",84,1,0.0119047619047619
"CMS-2017-0163-0602-0",168,2,0.0119047619047619
"CMS-2017-0163-0204-0",433,5,0.0115473441108545
"CMS-2017-0163-1093-0",174,2,0.0114942528735632
"CMS-2017-0163-0831-0",88,1,0.0113636363636364
"CMS-2017-0163-0011-0",178,2,0.0112359550561798
"CMS-2017-0163-0975-0",90,1,0.0111111111111111
"CMS-2017-0163-1046-0",90,1,0.0111111111111111
"CMS-2017-0163-0434-0",91,1,0.010989010989011
"CMS-2017-0163-0123-0",92,1,0.0108695652173913
"CMS-2017-0163-0538-0",94,1,0.0106382978723404
"CMS-2017-0163-0243-0",96,1,0.0104166666666667
"CMS-2017-0163-0331-0",96,1,0.0104166666666667
"CMS-2017-0163-0639-0",297,3,0.0101010101010101
"CMS-2017-0163-0022-0",203,2,0.00985221674876847
"CMS-2017-0163-0529-0",102,1,0.00980392156862745
"CMS-2017-0163-0227-0",103,1,0.00970873786407767
"CMS-2017-0163-0042-0",118,1,0.00847457627118644
"CMS-2017-0163-0396-0",128,1,0.0078125
"CMS-2017-0163-0488-0",128,1,0.0078125
"CMS-2017-0163-0893-0",136,1,0.00735294117647059
"CMS-2017-0163-0247-0",147,1,0.00680272108843537
"CMS-2017-0163-0342-0",163,1,0.00613496932515337
"CMS-2017-0163-0090-0",213,1,0.00469483568075117
"CMS-2017-0163-0095-0",349,1,0.00286532951289398
"CMS-2017-0163-0092-0",390,1,0.00256410256410256
"CMS-2017-0163-0017-0",65,0,0
"CMS-2017-0163-0030-0",84,0,0
"CMS-2017-0163-0031-0",16,0,0
"CMS-2017-0163-0033-0",32,0,0
"CMS-2017-0163-0034-0",16,0,0
"CMS-2017-0163-0036-0",81,0,0
"CMS-2017-0163-0047-0",44,0,0
"CMS-2017-0163-0052-0",49,0,0
"CMS-2017-0163-0075-0",176,0,0
"CMS-2017-0163-0080-0",113,0,0
"CMS-2017-0163-0088-0",25,0,0
"CMS-2017-0163-0094-2",1,0,0
"CMS-2017-0163-0108-0",151,0,0
"CMS-2017-0163-0111-0",125,0,0
"CMS-2017-0163-0112-0",37,0,0
"CMS-2017-0163-0114-0",12,0,0
"CMS-2017-0163-0125-0",14,0,0
"CMS-2017-0163-0148-0",40,0,0
"CMS-2017-0163-0154-0",35,0,0
"CMS-2017-0163-0157-0",9,0,0
"CMS-2017-0163-0159-0",72,0,0
"CMS-2017-0163-0177-0",13,0,0
"CMS-2017-0163-0181-0",26,0,0
"CMS-2017-0163-0191-0",253,0,0
"CMS-2017-0163-0196-0",115,0,0
"CMS-2017-0163-0202-0",14,0,0
"CMS-2017-0163-0229-0",8,0,0
"CMS-2017-0163-0231-0",54,0,0
"CMS-2017-0163-0248-0",66,0,0
"CMS-2017-0163-0256-0",67,0,0
"CMS-2017-0163-0259-0",91,0,0
"CMS-2017-0163-0260-0",46,0,0
"CMS-2017-0163-0265-0",9,0,0
"CMS-2017-0163-0274-0",48,0,0
"CMS-2017-0163-0313-0",46,0,0
"CMS-2017-0163-0320-0",24,0,0
"CMS-2017-0163-0323-0",20,0,0
"CMS-2017-0163-0324-0",46,0,0
"CMS-2017-0163-0327-0",31,0,0
"CMS-2017-0163-0339-0",5,0,0
"CMS-2017-0163-0353-0",24,0,0
"CMS-2017-0163-0363-0",110,0,0
"CMS-2017-0163-0367-0",150,0,0
"CMS-2017-0163-0371-0",7,0,0
"CMS-2017-0163-0398-0",2,0,0
"CMS-2017-0163-0403-0",7,0,0
"CMS-2017-0163-0408-0",34,0,0
"CMS-2017-0163-0427-0",5,0,0
"CMS-2017-0163-0429-0",8,0,0
"CMS-2017-0163-0430-0",66,0,0
"CMS-2017-0163-0433-0",28,0,0
"CMS-2017-0163-0456-0",42,0,0
"CMS-2017-0163-0469-0",60,0,0
"CMS-2017-0163-0475-0",38,0,0
"CMS-2017-0163-0478-0",84,0,0
"CMS-2017-0163-0481-0",45,0,0
"CMS-2017-0163-0485-0",8,0,0
"CMS-2017-0163-0490-0",18,0,0
"CMS-2017-0163-0503-0",8,0,0
"CMS-2017-0163-0532-0",7,0,0
"CMS-2017-0163-0552-0",167,0,0
"CMS-2017-0163-0557-0",42,0,0
"CMS-2017-0163-0566-0",18,0,0
"CMS-2017-0163-0572-0",11,0,0
"CMS-2017-0163-0579-0",44,0,0
"CMS-2017-0163-0586-0",4,0,0
"CMS-2017-0163-0623-0",177,0,0
"CMS-2017-0163-0633-0",46,0,0
"CMS-2017-0163-0636-0",342,0,0
"CMS-2017-0163-0650-0",18,0,0
"CMS-2017-0163-0660-0",43,0,0
"CMS-2017-0163-0661-0",41,0,0
"CMS-2017-0163-0667-0",31,0,0
"CMS-2017-0163-0670-0",34,0,0
"CMS-2017-0163-0682-0",31,0,0
"CMS-2017-0163-0684-0",18,0,0
"CMS-2017-0163-0690-0",37,0,0
"CMS-2017-0163-0703-0",15,0,0
"CMS-2017-0163-0710-0",19,0,0
"CMS-2017-0163-0722-0",33,0,0
"CMS-2017-0163-0735-0",210,0,0
"CMS-2017-0163-0758-0",22,0,0
"CMS-2017-0163-0766-0",12,0,0
"CMS-2017-0163-0767-0",71,0,0
"CMS-2017-0163-0785-0",6,0,0
"CMS-2017-0163-0793-0",23,0,0
"CMS-2017-0163-0826-0",4,0,0
"CMS-2017-0163-0830-0",99,0,0
"CMS-2017-0163-0834-0",14,0,0
"CMS-2017-0163-0838-0",28,0,0
"CMS-2017-0163-0840-0",39,0,0
"CMS-2017-0163-0850-1",1,0,0
"CMS-2017-0163-0851-0",107,0,0
"CMS-2017-0163-0853-0",54,0,0
"CMS-2017-0163-0854-0",94,0,0
"CMS-2017-0163-0857-0",20,0,0
"CMS-2017-0163-0870-0",19,0,0
"CMS-2017-0163-0951-0",202,0,0
"CMS-2017-0163-0958-0",128,0,0
"CMS-2017-0163-0959-0",7,0,0
"CMS-2017-0163-0960-0",22,0,0
"CMS-2017-0163-0967-0",8,0,0
"CMS-2017-0163-0994-0",58,0,0
"CMS-2017-0163-0996-0",111,0,0
"CMS-2017-0163-1003-0",85,0,0
"CMS-2017-0163-1011-6",1,0,0
"CMS-2017-0163-1013-0",35,0,0
"CMS-2017-0163-1018-0",30,0,0
"CMS-2017-0163-1024-0",38,0,0
"CMS-2017-0163-1032-0",6,0,0
"CMS-2017-0163-1035-0",54,0,0
"CMS-2017-0163-1039-0",57,0,0
"CMS-2017-0163-1041-0",40,0,0
"CMS-2017-0163-1053-0",59,0,0
"CMS-2017-0163-1054-0",1,0,0
"CMS-2017-0163-1065-0",32,0,0
"CMS-2017-0163-1072-0",7,0,0
"CMS-2017-0163-1080-0",5,0,0
"CMS-2017-0163-1097-0",2,0,0
"CMS-2017-0163-1100-0",8,0,0
"CMS-2017-0163-1105-0",19,0,0
"CMS-2017-0163-1109-0",8,0,0
"CMS-2017-0163-1117-0",9,0,0
"CMS-2017-0163-1137-0",17,0,0
"CMS-2017-0163-1139-0",16,0,0
"CMS-2017-0163-1184-0",4,0,0
"CMS-2017-0163-1192-0",7,0,0
"CMS-2017-0163-1193-0",8,0,0
